,id,name,common_name,supercategory,kingdom,phylum,class,order,family,genus,specific_epithet,image_dir_name,label
5460,5460,Sarcoscypha austriaca,Scarlet Elfcup,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,austriaca,05460_Fungi_Ascomycota_Pezizomycetes_Pezizales_Sarcoscyphaceae_Sarcoscypha_austriaca,Scarlet Elfcup Fungi Sarcoscypha
5461,5461,Sarcoscypha coccinea,Scarlet Cup,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,coccinea,05461_Fungi_Ascomycota_Pezizomycetes_Pezizales_Sarcoscyphaceae_Sarcoscypha_coccinea,Scarlet Cup Fungi Sarcoscypha
5462,5462,Sarcoscypha occidentalis,stalked scarlet cup,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,occidentalis,05462_Fungi_Ascomycota_Pezizomycetes_Pezizales_Sarcoscyphaceae_Sarcoscypha_occidentalis,stalked scarlet cup Fungi Sarcoscypha
5463,5463,Galiella rufa,hairy rubber cup,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Galiella,rufa,05463_Fungi_Ascomycota_Pezizomycetes_Pezizales_Sarcosomataceae_Galiella_rufa,hairy rubber cup Fungi Galiella
5464,5464,Urnula craterium,devil's urn,Fungi,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Urnula,craterium,05464_Fungi_Ascomycota_Pezizomycetes_Pezizales_Sarcosomataceae_Urnula_craterium,devil's urn Fungi Urnula
5465,5465,Hypomyces chrysospermus,bolete mould,Fungi,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,chrysospermus,05465_Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreaceae_Hypomyces_chrysospermus,bolete mould Fungi Hypomyces
5466,5466,Hypomyces lactifluorum,lobster mushroom,Fungi,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Hypomyces,lactifluorum,05466_Fungi_Ascomycota_Sordariomycetes_Hypocreales_Hypocreaceae_Hypomyces_lactifluorum,lobster mushroom Fungi Hypomyces
5467,5467,Nectria cinnabarina,Coral Spot,Fungi,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Nectria,cinnabarina,05467_Fungi_Ascomycota_Sordariomycetes_Hypocreales_Nectriaceae_Nectria_cinnabarina,Coral Spot Fungi Nectria
5468,5468,Annulohypoxylon thouarsianum,Cramp Balls,Fungi,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hypoxylaceae,Annulohypoxylon,thouarsianum,05468_Fungi_Ascomycota_Sordariomycetes_Xylariales_Hypoxylaceae_Annulohypoxylon_thouarsianum,Cramp Balls Fungi Annulohypoxylon
5469,5469,Kretzschmaria deusta,Brittle Cinder,Fungi,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Kretzschmaria,deusta,05469_Fungi_Ascomycota_Sordariomycetes_Xylariales_Xylariaceae_Kretzschmaria_deusta,Brittle Cinder Fungi Kretzschmaria
5470,5470,Xylaria hypoxylon,Candlesnuff Fungus,Fungi,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,hypoxylon,05470_Fungi_Ascomycota_Sordariomycetes_Xylariales_Xylariaceae_Xylaria_hypoxylon,Candlesnuff Fungus Fungi Xylaria
5471,5471,Xylaria polymorpha,dead man's fingers,Fungi,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,polymorpha,05471_Fungi_Ascomycota_Sordariomycetes_Xylariales_Xylariaceae_Xylaria_polymorpha,dead man's fingers Fungi Xylaria
5472,5472,Agaricus augustus,The Prince,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,augustus,05472_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Agaricus_augustus,The Prince Fungi Agaricus
5473,5473,Agaricus campestris,Meadow Mushroom,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,campestris,05473_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Agaricus_campestris,Meadow Mushroom Fungi Agaricus
5474,5474,Agaricus xanthodermus,Yellow Stainer,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,xanthodermus,05474_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Agaricus_xanthodermus,Yellow Stainer Fungi Agaricus
5475,5475,Battarrea phalloides,Sandy Stilt-puffball,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Battarrea,phalloides,05475_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Battarrea_phalloides,Sandy Stilt-puffball Fungi Battarrea
5476,5476,Chlorophyllum brunneum,Shaggy Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,brunneum,05476_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Chlorophyllum_brunneum,Shaggy Parasol Fungi Chlorophyllum
5477,5477,Chlorophyllum molybdites,green-spored parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,molybdites,05477_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Chlorophyllum_molybdites,green-spored parasol Fungi Chlorophyllum
5478,5478,Chlorophyllum rhacodes,Shaggy Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Chlorophyllum,rhacodes,05478_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Chlorophyllum_rhacodes,Shaggy Parasol Fungi Chlorophyllum
5479,5479,Coprinus comatus,Shaggy Mane,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Coprinus,comatus,05479_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Coprinus_comatus,Shaggy Mane Fungi Coprinus
5480,5480,Leucoagaricus americanus,reddening lepiota,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,americanus,05480_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Leucoagaricus_americanus,reddening lepiota Fungi Leucoagaricus
5481,5481,Leucoagaricus leucothites,White Dapperling,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,leucothites,05481_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Leucoagaricus_leucothites,White Dapperling Fungi Leucoagaricus
5482,5482,Leucocoprinus birnbaumii,flowerpot parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,birnbaumii,05482_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Leucocoprinus_birnbaumii,flowerpot parasol Fungi Leucocoprinus
5483,5483,Leucocoprinus fragilissimus,Fragile Dapperling,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,fragilissimus,05483_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Leucocoprinus_fragilissimus,Fragile Dapperling Fungi Leucocoprinus
5484,5484,Macrolepiota clelandii,Graceful Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,clelandii,05484_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Macrolepiota_clelandii,Graceful Parasol Fungi Macrolepiota
5485,5485,Macrolepiota procera,Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Macrolepiota,procera,05485_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Macrolepiota_procera,Parasol Fungi Macrolepiota
5486,5486,Podaxis pistillaris,Desert Shaggymane,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Podaxis,pistillaris,05486_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Agaricaceae_Podaxis_pistillaris,Desert Shaggymane Fungi Podaxis
5487,5487,Amanita augusta,Western Yellow-veiled Amanita,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,augusta,05487_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_augusta,Western Yellow-veiled Amanita Fungi Amanita
5488,5488,Amanita bisporigera,Eastern North American Destroying Angel,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,bisporigera,05488_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_bisporigera,Eastern North American Destroying Angel Fungi Amanita
5489,5489,Amanita citrina,False Death-cap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,citrina,05489_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_citrina,False Death-cap Fungi Amanita
5490,5490,Amanita flavoconia,Yellow Patches,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,flavoconia,05490_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_flavoconia,Yellow Patches Fungi Amanita
5491,5491,Amanita fulva,Tawny Grisette,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,fulva,05491_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_fulva,Tawny Grisette Fungi Amanita
5492,5492,Amanita gemmata,Jewelled Amanita,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,gemmata,05492_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_gemmata,Jewelled Amanita Fungi Amanita
5493,5493,Amanita jacksonii,Jackson's slender Caesar,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,jacksonii,05493_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_jacksonii,Jackson's slender Caesar Fungi Amanita
5494,5494,Amanita muscaria,Fly Agaric,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,muscaria,05494_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_muscaria,Fly Agaric Fungi Amanita
5495,5495,Amanita novinupta,Blushing Bride Amanita,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,novinupta,05495_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_novinupta,Blushing Bride Amanita Fungi Amanita
5496,5496,Amanita pantherina,Panthercap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,pantherina,05496_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_pantherina,Panthercap Fungi Amanita
5497,5497,Amanita phalloides,Deathcap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,phalloides,05497_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_phalloides,Deathcap Fungi Amanita
5498,5498,Amanita rubescens,blusher,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,rubescens,05498_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_rubescens,blusher Fungi Amanita
5499,5499,Amanita vaginata,grisette,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,vaginata,05499_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_vaginata,grisette Fungi Amanita
5500,5500,Amanita velosa,springtime amanita,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,velosa,05500_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Amanitaceae_Amanita_velosa,springtime amanita Fungi Amanita
5501,5501,Bolbitius titubans,yellow fieldcap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Bolbitius,titubans,05501_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Bolbitiaceae_Bolbitius_titubans,yellow fieldcap Fungi Bolbitius
5502,5502,Conocybe apala,white dunce cap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,apala,05502_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Bolbitiaceae_Conocybe_apala,white dunce cap Fungi Conocybe
5503,5503,Clavaria fragilis,Fairy Fingers,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,fragilis,05503_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Clavariaceae_Clavaria_fragilis,Fairy Fingers Fungi Clavaria
5504,5504,Clavaria zollingeri,violet coral,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,zollingeri,05504_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Clavariaceae_Clavaria_zollingeri,violet coral Fungi Clavaria
5505,5505,Clavulinopsis fusiformis,Golden Spindles,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavulinopsis,fusiformis,05505_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Clavariaceae_Clavulinopsis_fusiformis,Golden Spindles Fungi Clavulinopsis
5506,5506,Cortinarius iodes,Viscid Violet Cort,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,iodes,05506_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Cortinariaceae_Cortinarius_iodes,Viscid Violet Cort Fungi Cortinarius
5507,5507,Cortinarius violaceus,violet webcap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,violaceus,05507_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Cortinariaceae_Cortinarius_violaceus,violet webcap Fungi Cortinarius
5508,5508,Crepidotus mollis,Peeling Oysterling,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Crepidotaceae,Crepidotus,mollis,05508_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Crepidotaceae_Crepidotus_mollis,Peeling Oysterling Fungi Crepidotus
5509,5509,Chondrostereum purpureum,Silverleaf Fungus,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cyphellaceae,Chondrostereum,purpureum,05509_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Cyphellaceae_Chondrostereum_purpureum,Silverleaf Fungus Fungi Chondrostereum
5510,5510,Entoloma abortivum,Aborted entoloma,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,abortivum,05510_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Entolomataceae_Entoloma_abortivum,Aborted entoloma Fungi Entoloma
5511,5511,Entoloma hochstetteri,Entoloma hochstetteri,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,hochstetteri,05511_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Entolomataceae_Entoloma_hochstetteri,Entoloma hochstetteri Fungi Entoloma
5512,5512,Fistulina hepatica,Beefsteak Polypore,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Fistulinaceae,Fistulina,hepatica,05512_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Fistulinaceae_Fistulina_hepatica,Beefsteak Polypore Fungi Fistulina
5513,5513,Laccaria amethysteo-occidentalis,Western Amethyst Laccaria,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,amethysteo-occidentalis,05513_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hydnangiaceae_Laccaria_amethysteo-occidentalis,Western Amethyst Laccaria Fungi Laccaria
5514,5514,Laccaria amethystina,Amethyst Deceiver,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,amethystina,05514_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hydnangiaceae_Laccaria_amethystina,Amethyst Deceiver Fungi Laccaria
5515,5515,Laccaria laccata,waxy laccaria,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,laccata,05515_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hydnangiaceae_Laccaria_laccata,waxy laccaria Fungi Laccaria
5516,5516,Laccaria ochropurpurea,purple laccaria,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hydnangiaceae,Laccaria,ochropurpurea,05516_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hydnangiaceae_Laccaria_ochropurpurea,purple laccaria Fungi Laccaria
5517,5517,Gliophorus psittacinus,Parrot Mushroom,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Gliophorus,psittacinus,05517_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hygrophoraceae_Gliophorus_psittacinus,Parrot Mushroom Fungi Gliophorus
5518,5518,Hygrocybe coccinea,Scarlet Waxy Cap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,coccinea,05518_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hygrophoraceae_Hygrocybe_coccinea,Scarlet Waxy Cap Fungi Hygrocybe
5519,5519,Hygrocybe conica,Witch's Hat,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,conica,05519_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hygrophoraceae_Hygrocybe_conica,Witch's Hat Fungi Hygrocybe
5520,5520,Hygrocybe flavescens,Golden Waxy Cap,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,flavescens,05520_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hygrophoraceae_Hygrocybe_flavescens,Golden Waxy Cap Fungi Hygrocybe
5521,5521,Hygrocybe singeri,Western Witch's Hat,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,singeri,05521_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hygrophoraceae_Hygrocybe_singeri,Western Witch's Hat Fungi Hygrocybe
5522,5522,Lichenomphalia chromacea,Lichenomphalia chromacea,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia,chromacea,05522_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hygrophoraceae_Lichenomphalia_chromacea,Lichenomphalia chromacea Fungi Lichenomphalia
5523,5523,Lichenomphalia umbellifera,Lichen Agaric,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Lichenomphalia,umbellifera,05523_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hygrophoraceae_Lichenomphalia_umbellifera,Lichen Agaric Fungi Lichenomphalia
5524,5524,Galerina marginata,Funeral Bell,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Galerina,marginata,05524_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hymenogastraceae_Galerina_marginata,Funeral Bell Fungi Galerina
5525,5525,Gymnopilus junonius,Spectacular Rustgill,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,junonius,05525_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Hymenogastraceae_Gymnopilus_junonius,Spectacular Rustgill Fungi Gymnopilus
5526,5526,Apioperdon pyriforme,Pear-shaped Puffball,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Apioperdon,pyriforme,05526_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Lycoperdaceae_Apioperdon_pyriforme,Pear-shaped Puffball Fungi Apioperdon
5527,5527,Calvatia gigantea,giant puffball,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Calvatia,gigantea,05527_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Lycoperdaceae_Calvatia_gigantea,giant puffball Fungi Calvatia
5528,5528,Lycoperdon perlatum,warted puffball,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,perlatum,05528_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Lycoperdaceae_Lycoperdon_perlatum,warted puffball Fungi Lycoperdon
5529,5529,Marasmius oreades,fairy ring marasmius,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,oreades,05529_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Marasmiaceae_Marasmius_oreades,fairy ring marasmius Fungi Marasmius
5530,5530,Marasmius plicatulus,red pinwheel,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,plicatulus,05530_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Marasmiaceae_Marasmius_plicatulus,red pinwheel Fungi Marasmius
5531,5531,Marasmius rotula,collared parachute,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,rotula,05531_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Marasmiaceae_Marasmius_rotula,collared parachute Fungi Marasmius
5532,5532,Cruentomycena viscidocruenta,Cruentomycena viscidocruenta,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Cruentomycena,viscidocruenta,05532_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Cruentomycena_viscidocruenta,Cruentomycena viscidocruenta Fungi Cruentomycena
5533,5533,Favolaschia calocera,Orange pore fungus,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Favolaschia,calocera,05533_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Favolaschia_calocera,Orange pore fungus Fungi Favolaschia
5534,5534,Mycena acicula,orange bonnet,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,acicula,05534_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Mycena_acicula,orange bonnet Fungi Mycena
5535,5535,Mycena epipterygia,Yellowleg Bonnet,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,epipterygia,05535_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Mycena_epipterygia,Yellowleg Bonnet Fungi Mycena
5536,5536,Mycena haematopus,Bleeding Fairy Helmet,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,haematopus,05536_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Mycena_haematopus,Bleeding Fairy Helmet Fungi Mycena
5537,5537,Mycena interrupta,Pixie's Parasol,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,interrupta,05537_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Mycena_interrupta,Pixie's Parasol Fungi Mycena
5538,5538,Mycena leaiana,orange mycena,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,leaiana,05538_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Mycena_leaiana,orange mycena Fungi Mycena
5539,5539,Mycena pura,Lilac Bonnet,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,pura,05539_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Mycena_pura,Lilac Bonnet Fungi Mycena
5540,5540,Panellus stipticus,Luminescent Panellus,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Panellus,stipticus,05540_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Panellus_stipticus,Luminescent Panellus Fungi Panellus
5541,5541,Roridomyces austrororidus,Roridomyces austrororidus,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Roridomyces,austrororidus,05541_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Roridomyces_austrororidus,Roridomyces austrororidus Fungi Roridomyces
5542,5542,Sarcomyxa serotina,Late Oyster,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Sarcomyxa,serotina,05542_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Mycenaceae_Sarcomyxa_serotina,Late Oyster Fungi Sarcomyxa
5543,5543,Crucibulum laeve,common bird's nest fungus,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Crucibulum,laeve,05543_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Nidulariaceae_Crucibulum_laeve,common bird's nest fungus Fungi Crucibulum
5544,5544,Cyathus stercoreus,dung-loving bird's nest fungus,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,stercoreus,05544_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Nidulariaceae_Cyathus_stercoreus,dung-loving bird's nest fungus Fungi Cyathus
5545,5545,Cyathus striatus,splash cups,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,striatus,05545_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Nidulariaceae_Cyathus_striatus,splash cups Fungi Cyathus
5546,5546,Gymnopus dryophilus,Common Collybia,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Gymnopus,dryophilus,05546_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Omphalotaceae_Gymnopus_dryophilus,Common Collybia Fungi Gymnopus
5547,5547,Marasmiellus candidus,Fairy Parachutes,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Marasmiellus,candidus,05547_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Omphalotaceae_Marasmiellus_candidus,Fairy Parachutes Fungi Marasmiellus
5548,5548,Omphalotus illudens,Jack O'Lantern Mushroom,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Omphalotus,illudens,05548_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Omphalotaceae_Omphalotus_illudens,Jack O'Lantern Mushroom Fungi Omphalotus
5549,5549,Omphalotus olivascens,Western Jack-o'-lantern Mushroom,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Omphalotus,olivascens,05549_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Omphalotaceae_Omphalotus_olivascens,Western Jack-o'-lantern Mushroom Fungi Omphalotus
5550,5550,Armillaria mellea,Honey Mushroom,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,mellea,05550_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Physalacriaceae_Armillaria_mellea,Honey Mushroom Fungi Armillaria
5551,5551,Desarmillaria tabescens,ringless honey mushroom,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Desarmillaria,tabescens,05551_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Physalacriaceae_Desarmillaria_tabescens,ringless honey mushroom Fungi Desarmillaria
5552,5552,Flammulina velutipes,Velvet Foot,Fungi,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Physalacriaceae,Flammulina,velutipes,05552_Fungi_Basidiomycota_Agaricomycetes_Agaricales_Physalacriaceae_Flammulina_velutipes,Velvet Foot Fungi Flammulina
